  0.000000e+00  15.102713  15.102713  15.102713 1.000000
  5.000000e-03  14.008328  13.550142  13.550142 0.493557
  1.000000e-02  12.829197  12.248532  12.970192  0.197969 
  1.500000e-02  11.847713  11.252009  12.517867  0.159749 
  2.000000e-02  11.071332  10.474786  12.022636  0.144286 
  2.500000e-02  10.410047  9.825261  11.519096  0.137765 
  3.000000e-02  9.875634  9.310116  11.055255  0.134913 
  3.500000e-02  9.476149  8.924286  10.626506  0.133648 
  4.000000e-02  9.176299  8.630637  10.237452  0.133090 
  4.500000e-02  8.935788  8.393642  9.889703  0.132814 
  5.000000e-02  8.727251  8.187724  9.577953  0.132654 
  5.500000e-02  8.537876  8.001019  9.298793  0.132552 
  6.000000e-02  8.364112  7.831169  9.047726  0.132489 
  6.500000e-02  8.203993  7.677087  8.818653  0.132456 
  7.000000e-02  8.053645  7.534952  8.606509  0.132446 
  7.500000e-02  7.908966  7.400032  8.408634  0.132452 
  8.000000e-02  7.767993  7.269513  8.223744  0.132466 
  8.500000e-02  7.631178  7.143124  8.050823  0.132483 
  9.000000e-02  7.500490  7.022313  7.889013  0.132499 
  9.500000e-02  7.378455  6.909251  7.737654  0.132512 
  1.000000e-01  7.267111  6.805752  7.595983  0.132525 
  1.050000e-01  7.166997  6.712241  7.462933  0.132538 
  1.100000e-01  7.076815  6.627407  7.337353  0.132551 
  1.150000e-01  6.994112  6.548838  7.218369  0.132563 
  1.200000e-01  6.916463  6.474187  7.105518  0.132575 
  1.250000e-01  6.842359  6.402049  6.998604  0.132586 
  1.300000e-01  6.771375  6.332140  6.897456  0.132596 
  1.350000e-01  6.703732  6.264884  6.801788  0.132607 
  1.400000e-01  6.639685  6.200789  6.711176  0.132618 
  1.450000e-01  6.579107  6.139999  6.625146  0.132629 
  1.500000e-01  6.521419  6.082185  6.543271  0.132642 
  1.550000e-01  6.465839  6.026736  6.465243  0.132654 
  1.600000e-01  6.411733  5.973098  6.390899  0.132665 
  1.650000e-01  6.358916  5.921075  6.320195  0.132676 
  1.700000e-01  6.307769  5.870974  6.253163  0.132686 
  1.750000e-01  6.259150  5.823551  6.189860  0.132696 
  1.800000e-01  6.214156  5.779805  6.130322  0.132705 
  1.850000e-01  6.173808  5.740677  6.074527  0.132716 
  1.900000e-01  6.138768  5.706775  6.022380  0.132728 
  1.950000e-01  6.109145  5.678176  5.973701  0.132741 
  2.000000e-01  6.084435  5.654358  5.928236  0.132755 
  2.050000e-01  6.063586  5.634267  5.885668  0.132770 
  2.100000e-01  6.045168  5.616477  5.845631  0.132785 
  2.150000e-01  6.027588  5.599404  5.807734  0.132800 
  2.200000e-01  6.009319  5.581531  5.771578  0.132813 
  2.250000e-01  5.989084  5.561598  5.736775  0.132825 
  2.300000e-01  5.966000  5.538732  5.702968  0.132834 
  2.350000e-01  5.939633  5.512514  5.669837  0.132841 
  2.400000e-01  5.909990  5.482967  5.637109  0.132845 
  2.450000e-01  5.877448  5.450480  5.604563  0.132848 
  2.500000e-01  5.842640  5.415705  5.572026  0.132850 
  2.550000e-01  5.806325  5.379411  5.539374  0.132850 
  2.600000e-01  5.769256  5.342368  5.506533  0.132849 
  2.650000e-01  5.732089  5.305240  5.473471  0.132848 
  2.700000e-01  5.695320  5.268527  5.440204  0.132847 
  2.750000e-01  5.659272  5.232553  5.406783  0.132846 
  2.800000e-01  5.624112  5.197480  5.373289  0.132845 
  2.850000e-01  5.589893  5.163356  5.339822  0.132844 
  2.900000e-01  5.556597  5.130156  5.306485  0.132845 
  2.950000e-01  5.524173  5.097824  5.273376  0.132845 
  3.000000e-01  5.492561  5.066295  5.240575  0.132846 
  3.050000e-01  5.461699  5.035505  5.208141  0.132848 
  3.100000e-01  5.431530  5.005395  5.176117  0.132849 
  3.150000e-01  5.401997  4.975910  5.144528  0.132851 
  3.200000e-01  5.373046  4.946995  5.113385  0.132854 
  3.250000e-01  5.344624  4.918601  5.082694  0.132856 
  3.300000e-01  5.316685  4.890681  5.052453  0.132858 
  3.350000e-01  5.289186  4.863196  5.022657  0.132861 
  3.400000e-01  5.262096  4.836115  4.993297  0.132864 
  3.450000e-01  5.235395  4.809420  4.964367  0.132866 
  3.500000e-01  5.209073  4.783102  4.935859  0.132869 
  3.550000e-01  5.183133  4.757166  4.907768  0.132872 
  3.600000e-01  5.157591  4.731626  4.880093  0.132874 
  3.650000e-01  5.132470  4.706508  4.852835  0.132877 
  3.700000e-01  5.107799  4.681840  4.825998  0.132879 
  3.750000e-01  5.083611  4.657655  4.799590  0.132881 
  3.800000e-01  5.059935  4.633982  4.773619  0.132883 
  3.850000e-01  5.036794  4.610847  4.748095  0.132885 
  3.900000e-01  5.014205  4.588264  4.723026  0.132886 
  3.950000e-01  4.992172  4.566237  4.698422  0.132888 
  4.000000e-01  4.970686  4.544761  4.674286  0.132889 
  4.050000e-01  4.949730  4.523816  4.650622  0.132890 
  4.100000e-01  4.929275  4.503374  4.627431  0.132891 
  4.150000e-01  4.909288  4.483402  4.604709  0.132893 
  4.200000e-01  4.889733  4.463865  4.582454  0.132894 
  4.250000e-01  4.870577  4.444729  4.560659  0.132895 
  4.300000e-01  4.851794  4.425968  4.539319  0.132896 
  4.350000e-01  4.833365  4.407561  4.518428  0.132897 
  4.400000e-01  4.815282  4.389501  4.497981  0.132898 
  4.450000e-01  4.797546  4.371788  4.477972  0.132899 
  4.500000e-01  4.780167  4.354432  4.458397  0.132900 
  4.550000e-01  4.763161  4.337447  4.439252  0.132901 
  4.600000e-01  4.746544  4.320852  4.420535  0.132902 
  4.650000e-01  4.730335  4.304662  4.402242  0.132903 
  4.700000e-01  4.714545  4.288890  4.384370  0.132904 
  4.750000e-01  4.699182  4.273545  4.366916  0.132905 
  4.800000e-01  4.684247  4.258627  4.349877  0.132907 
  4.850000e-01  4.669734  4.244131  4.333249  0.132908 
  4.900000e-01  4.655633  4.230046  4.317027  0.132909 
  4.950000e-01  4.641929  4.216359  4.301205  0.132911 
  5.000000e-01  4.628606  4.203051  4.285778  0.132912 
  5.050000e-01  4.615645  4.190105  4.270738  0.132914 
  5.100000e-01  4.603030  4.177505  4.256078  0.132915 
  5.150000e-01  4.590744  4.165233  4.241788  0.132917 
  5.200000e-01  4.578773  4.153275  4.227861  0.132918 
  5.250000e-01  4.567104  4.141618  4.214286  0.132920 
  5.300000e-01  4.555725  4.130250  4.201053  0.132921 
  5.350000e-01  4.544625  4.119159  4.188153  0.132923 
  5.400000e-01  4.533796  4.108337  4.175575  0.132924 
  5.450000e-01  4.523228  4.097776  4.163311  0.132925 
  5.500000e-01  4.512913  4.087465  4.151349  0.132927 
  5.550000e-01  4.502843  4.077399  4.139681  0.132928 
  5.600000e-01  4.493013  4.067571  4.128299  0.132929 
  5.650000e-01  4.483415  4.057973  4.117193  0.132930 
  5.700000e-01  4.474044  4.048602  4.106357  0.132931 
  5.750000e-01  4.464894  4.039450  4.095782  0.132932 
  5.800000e-01  4.455961  4.030516  4.085462  0.132933 
  5.850000e-01  4.447242  4.021793  4.075390  0.132934 
  5.900000e-01  4.438733  4.013279  4.065560  0.132935 
  5.950000e-01  4.430430  4.004972  4.055967  0.132936 
  6.000000e-01  4.422330  3.996867  4.046606  0.132936 
  6.050000e-01  4.414432  3.988963  4.037471  0.132937 
  6.100000e-01  4.406732  3.981257  4.028559  0.132938 
  6.150000e-01  4.399228  3.973747  4.019865  0.132938 
  6.200000e-01  4.391920  3.966431  4.011387  0.132939 
  6.250000e-01  4.384804  3.959308  4.003120  0.132940 
  6.300000e-01  4.377880  3.952376  3.995062  0.132940 
  6.350000e-01  4.371147  3.945635  3.987211  0.132941 
  6.400000e-01  4.364604  3.939084  3.979564  0.132941 
  6.450000e-01  4.358251  3.932723  3.972120  0.132942 
  6.500000e-01  4.352088  3.926551  3.964877  0.132942 
  6.550000e-01  4.346115  3.920570  3.957833  0.132943 
  6.600000e-01  4.340333  3.914778  3.950987  0.132943 
  6.650000e-01  4.334741  3.909177  3.944338  0.132944 
  6.700000e-01  4.329339  3.903767  3.937885  0.132944 
  6.750000e-01  4.324127  3.898547  3.931627  0.132945 
  6.800000e-01  4.319104  3.893516  3.925562  0.132945 
  6.850000e-01  4.314269  3.888673  3.919690  0.132946 
  6.900000e-01  4.309619  3.884016  3.914010  0.132947 
  6.950000e-01  4.305154  3.879544  3.908519  0.132947 
  7.000000e-01  4.300871  3.875254  3.903217  0.132948 
  7.050000e-01  4.296765  3.871143  3.898101  0.132948 
  7.100000e-01  4.292835  3.867207  3.893170  0.132949 
  7.150000e-01  4.289076  3.863444  3.888421  0.132949 
  7.200000e-01  4.285485  3.859848  3.883852  0.132950 
  7.250000e-01  4.282058  3.856416  3.879460  0.132950 
  7.300000e-01  4.278789  3.853144  3.875242  0.132951 
  7.350000e-01  4.275676  3.850027  3.871196  0.132951 
  7.400000e-01  4.272712  3.847061  3.867317  0.132952 
