  0.000000e+00  15.102713  15.102713  15.102713 1.000000
  1.250000e-03  14.101665  13.966133  13.966133 0.911534
  2.500000e-03  13.073008  12.870876  13.282908  0.849201 
  3.750000e-03  12.239788  12.034774  12.779604  0.851359 
  5.000000e-03  11.622455  11.414031  12.208576  0.849574 
  6.250000e-03  11.097827  10.888993  11.636381  0.847697 
  7.500000e-03  10.626428  10.421441  11.113811  0.846665 
  8.750000e-03  10.220397  10.021965  10.660130  0.846126 
  1.000000e-02  9.886436  9.694211  10.269984  0.845879 
  1.125000e-02  9.614131  9.426262  9.934804  0.845810 
  1.250000e-02  9.388516  9.203548  9.647095  0.845836 
  1.375000e-02  9.197483  9.014699  9.399081  0.845909 
  1.500000e-02  9.032165  8.851319  9.183365  0.846002 
  1.625000e-02  8.885882  8.706965  8.993616  0.846104 
  1.750000e-02  8.753645  8.576711  8.824795  0.846209 
  1.875000e-02  8.632117  8.457155  8.673134  0.846317 
  2.000000e-02  8.519444  8.346320  8.535820  0.846427 
  2.125000e-02  8.414728  8.243197  8.410638  0.846536 
  2.250000e-02  8.317431  8.147200  8.295794  0.846645 
  2.375000e-02  8.227048  8.057828  8.189887  0.846751 
  2.500000e-02  8.143045  7.974595  8.091852  0.846854 
  2.625000e-02  8.064887  7.897029  8.000860  0.846951 
  2.750000e-02  7.992036  7.824648  7.916215  0.847043 
  2.875000e-02  7.923927  7.756934  7.837303  0.847129 
  3.000000e-02  7.859990  7.693342  7.763574  0.847208 
  3.125000e-02  7.799697  7.633358  7.694539  0.847281 
  3.250000e-02  7.742619  7.576552  7.629760  0.847347 
  3.375000e-02  7.688440  7.522611  7.568844  0.847408 
  3.500000e-02  7.636941  7.471316  7.511427  0.847463 
  3.625000e-02  7.587954  7.422504  7.457176  0.847512 
  3.750000e-02  7.541321  7.376023  7.405787  0.847557 
  3.875000e-02  7.496870  7.331708  7.356977  0.847598 
  4.000000e-02  7.454407  7.289367  7.310493  0.847635 
  4.125000e-02  7.413725  7.248797  7.266102  0.847668 
  4.250000e-02  7.374625  7.209796  7.223594  0.847697 
  4.375000e-02  7.336923  7.172179  7.182781  0.847724 
  4.500000e-02  7.300464  7.135790  7.143496  0.847748 
  4.625000e-02  7.265125  7.100506  7.105596  0.847769 
  4.750000e-02  7.230808  7.066230  7.068957  0.847789 
  4.875000e-02  7.197442  7.032895  7.033479  0.847806 
  5.000000e-02  7.164977  7.000453  6.999080  0.847823 
  5.125000e-02  7.133380  6.968873  6.965695  0.847838 
  5.250000e-02  7.102628  6.938138  6.933276  0.847852 
  5.375000e-02  7.072713  6.908238  6.901785  0.847866 
  5.500000e-02  7.043627  6.879168  6.871193  0.847878 
  5.625000e-02  7.015365  6.850924  6.841474  0.847890 
  5.750000e-02  6.987922  6.823500  6.812607  0.847901 
  5.875000e-02  6.961284  6.796883  6.784572  0.847911 
  6.000000e-02  6.935434  6.771054  6.757345  0.847921 
  6.125000e-02  6.910348  6.745990  6.730906  0.847930 
  6.250000e-02  6.886000  6.721664  6.705230  0.847939 
  6.375000e-02  6.862361  6.698047  6.680295  0.847947 
  6.500000e-02  6.839404  6.675110  6.656074  0.847955 
  6.625000e-02  6.817101  6.652825  6.632544  0.847962 
  6.750000e-02  6.795427  6.631167  6.609679  0.847969 
  6.875000e-02  6.774357  6.610111  6.587456  0.847976 
  7.000000e-02  6.753867  6.589634  6.565851  0.847983 
  7.125000e-02  6.733936  6.569714  6.544840  0.847989 
  7.250000e-02  6.714541  6.550329  6.524401  0.847995 
  7.375000e-02  6.695660  6.531456  6.504511  0.848001 
  7.500000e-02  6.677270  6.513075  6.485149  0.848006 
  7.625000e-02  6.659351  6.495163  6.466294  0.848011 
  7.750000e-02  6.641882  6.477702  6.447924  0.848016 
  7.875000e-02  6.624841  6.460669  6.430020  0.848021 
